id,hive,internal,external,board,operational,panel,cell,weight,latitude,longitude,altitude,temperature,pressure,humidity,rain_level,wind_direction,wind_speed,wind_speed_mean,wind_speed_max,wind_direction_at_max_speed,flow,date,temperatura interna,temperatura esterna,temperatura meteo,peso bilancia
146,AAA00353656109378739,3347,1300,1475,0,11858,4128,27574,"45,7275","9,7126",301,867,9663,84,0,337,12,13,26,0,3,13/4/23 12.32,"33,47","13,00","8,67","27,574"
147,AAA00353656109378739,3358,1293,1437,0,11858,4142,27574,"45,7275","9,7126",301,840,9664,84,0,292,35,15,35,292,2,13/4/23 12.47,"33,58","12,93","8,40","27,574"
148,AAA00353656109378739,3347,1281,1431,0,11924,4128,27643,"45,7275","9,7126",301,795,9666,84,0,0,8,18,34,0,3,13/4/23 13.02,"33,47","12,81","7,95","27,643"
149,AAA00353656109378739,3347,1287,1425,0,11858,4149,27643,"45,7275","9,7126",301,726,9666,84,0,0,21,20,51,0,2,13/4/23 13.17,"33,47","12,87","7,26","27,643"
150,AAA00353656109378739,3328,1281,1450,0,11793,4128,27643,"45,7275","9,7126",301,666,9666,84,0,337,38,15,38,337,1,13/4/23 13.33,"33,28","12,81","6,66","27,643"
151,AAA00353656109378739,3330,1268,1418,0,11858,4128,27678,"45,7275","9,7126",301,619,9667,83,0,337,14,19,33,0,6,13/4/23 13.48,"33,30","12,68","6,19","27,678"
152,AAA00353656109378739,3331,1256,1406,0,11858,4128,27678,"45,7275","9,7126",301,571,9668,84,0,337,14,19,44,0,1,13/4/23 14.03,"33,31","12,56","5,71","27,678"
153,AAA00353656109378739,3307,1243,1393,0,11858,4128,27678,"45,7275","9,7126",301,534,9669,83,0,337,32,26,41,0,3,13/4/23 14.18,"33,07","12,43","5,34","27,678"
154,AAA00353656109378739,3333,1225,1418,0,11858,4128,27712,"45,7275","9,7126",301,526,9668,83,0,22,42,25,42,22,1,13/4/23 14.33,"33,33","12,25","5,26","27,712"
155,AAA00353656109378739,3342,1206,1368,0,11858,4122,27747,"45,7275","9,7126",301,533,9663,84,0,22,47,42,72,0,3,13/4/23 14.48,"33,42","12,06","5,33","27,747"
156,AAA00353656109378739,3320,1187,1350,0,11793,4142,27712,"45,7275","9,7126",301,568,9660,84,0,0,70,51,70,0,0,13/4/23 15.03,"33,20","11,87","5,68","27,712"
157,AAA00353656109378739,3325,1162,1325,0,11793,4149,27747,"45,7275","9,7126",301,610,9655,83,0,0,61,67,76,0,0,13/4/23 15.18,"33,25","11,62","6,10","27,747"
158,AAA00353656109378739,3278,1150,1356,0,11858,4128,27850,"45,7275","9,7126",291,621,9655,82,0,337,37,57,77,0,1,13/4/23 15.33,"32,78","11,50","6,21","27,85"
159,AAA00353656109378739,3293,1118,1293,0,11858,4128,27885,"45,7275","9,7126",291,648,9655,81,0,22,45,64,76,0,3,13/4/23 15.48,"32,93","11,18","6,48","27,885"
160,AAA00353656109378739,3295,1100,1268,0,11858,4149,27954,"45,7275","9,7126",291,669,9655,80,0,225,28,33,63,0,0,13/4/23 16.03,"32,95","11,00","6,69","27,954"
161,AAA00353656109378739,3282,1093,1343,0,11924,4149,27920,"45,7275","9,7126",291,639,9658,80,0,0,0,23,60,0,0,13/4/23 16.18,"32,82","10,93","6,39","27,92"
162,AAA00353656109378739,3272,1093,1293,0,11924,4135,27954,"45,7275","9,7126",291,603,9659,80,0,292,8,4,10,0,0,13/4/23 16.33,"32,72","10,93","6,03","27,954"
163,AAA00353656109378739,3297,1087,1243,0,11858,4142,27989,"45,7275","9,7126",291,577,9662,81,0,292,2,2,9,0,0,13/4/23 16.49,"32,97","10,87","5,77","27,989"
164,AAA00353656109378739,3307,1075,1225,0,11858,4142,27989,"45,7275","9,7126",291,563,9659,81,0,0,0,7,25,0,0,13/4/23 17.04,"33,07","10,75","5,63","27,989"
165,AAA00353656109378739,3300,1075,1212,0,11924,4128,27989,"45,7275","9,7126",291,581,9659,82,0,0,0,1,6,0,0,13/4/23 17.19,"33,00","10,75","5,81","27,989"
166,AAA00353656109378739,3297,1062,1237,0,11858,4122,27989,"45,7275","9,7126",291,587,9660,82,0,337,8,9,36,0,0,13/4/23 17.34,"32,97","10,62","5,87","27,989"
167,AAA00353656109378739,3309,1056,1206,0,11858,4128,27989,"45,7275","9,7126",291,603,9661,82,0,0,0,9,24,0,0,13/4/23 17.49,"33,09","10,56","6,03","27,989"
168,AAA00353656109378739,3308,1050,1193,0,11858,4135,27989,"45,7275","9,7126",291,591,9658,82,0,292,8,10,20,0,0,13/4/23 18.04,"33,08","10,50","5,91","27,989"
169,AAA00353656109378739,3276,1037,1187,0,11858,4128,28058,"45,7275","9,7126",291,622,9655,82,0,22,17,16,20,0,0,13/4/23 18.19,"32,76","10,37","6,22","28,058"
170,AAA00353656109378739,3261,1037,1212,0,11858,4128,28058,"45,7275","9,7126",291,635,9656,81,0,202,5,12,24,0,0,13/4/23 18.34,"32,61","10,37","6,35","28,058"
171,AAA00353656109378739,3273,1025,1181,0,11858,4142,27989,"45,7275","9,7126",291,650,9655,81,0,0,28,14,28,0,0,13/4/23 18.49,"32,73","10,25","6,50","27,989"
172,AAA00353656109378739,3270,1018,1168,0,11858,4142,27989,"45,7275","9,7126",291,720,9655,79,0,0,30,22,36,0,0,13/4/23 19.04,"32,70","10,18","7,20","27,989"
173,AAA00353656109378739,3251,1012,1162,0,11858,4135,28023,"45,7275","9,7126",291,727,9655,78,0,67,46,29,46,67,0,13/4/23 19.19,"32,51","10,12","7,27","28,023"
174,AAA00353656109378739,3251,1012,1187,0,11858,4128,28058,"45,7275","9,7126",,767,9658,76,0,337,43,51,67,0,0,13/4/23 19.35,"32,51","10,12","7,67","28,058"
175,AAA00353656109378739,3256,1006,1162,0,11793,4149,28092,"45,7275","9,7126",,761,9662,74,0,22,8,34,69,0,0,13/4/23 19.50,"32,56","10,06","7,61","28,092"
176,AAA00353656109378739,3257,993,1143,0,11858,4128,28127,"45,7275","9,7126",,706,9660,76,0,202,12,10,15,0,0,13/4/23 20.05,"32,57","9,93","7,06","28,127"
177,AAA00353656109378739,3259,1000,1237,0,11924,4135,28127,"45,7275","9,7126",,700,9664,77,0,22,15,10,27,0,0,13/4/23 20.20,"32,59","10,00","7,00","28,127"
178,AAA00353656109378739,3250,1000,1181,0,11924,4142,28127,"45,7275","9,7126",,700,9668,76,0,0,23,14,52,0,0,13/4/23 20.35,"32,50","10,00","7,00","28,127"
179,AAA00353656109378739,3253,1000,1143,0,11858,4128,28127,"45,7275","9,7126",,673,9670,77,0,0,32,13,32,0,0,13/4/23 20.50,"32,53","10,00","6,73","28,127"
180,AAA00353656109378739,3245,1000,1137,0,11793,4142,28092,"45,7275","9,7126",,647,9669,77,0,0,0,12,40,0,0,13/4/23 21.05,"32,45","10,00","6,47","28,092"
181,AAA00353656109378739,3245,987,1131,0,11858,4135,28092,"45,7275","9,7126",,694,9667,77,0,0,86,30,86,0,0,13/4/23 21.20,"32,45","9,87","6,94","28,092"
182,AAA00353656109378739,3263,993,1156,0,11858,4122,28092,"45,7275","9,7126",,826,9665,74,0,0,22,31,48,0,0,13/4/23 21.35,"32,63","9,93","8,26","28,092"
183,AAA00353656109378739,3260,1000,1137,0,11858,4122,28127,"45,7275","9,7126",,911,9663,72,0,337,43,24,44,0,0,13/4/23 21.50,"32,60","10,00","9,11","28,127"
184,AAA00353656109378739,3258,993,1131,0,11793,4122,28127,"45,7275","9,7126",,828,9665,70,0,0,26,17,36,0,0,13/4/23 22.06,"32,58","9,93","8,28","28,127"
185,AAA00353656109378739,3230,993,1131,0,11793,4128,28127,"45,7275","9,7126",,759,9667,71,0,337,8,15,28,0,0,13/4/23 22.21,"32,30","9,93","7,59","28,127"
186,AAA00353656109378739,3250,993,1156,0,11793,4128,28161,"45,7275","9,7126",,698,9671,72,0,292,0,7,12,0,0,13/4/23 22.36,"32,50","9,93","6,98","28,161"
187,AAA00353656109378739,3263,993,1137,0,11858,4149,28127,"45,7275","9,7126",,692,9671,73,0,292,0,2,6,0,0,13/4/23 22.51,"32,63","9,93","6,92","28,127"
188,AAA00353656109378739,3270,993,1131,0,11858,4128,28127,"45,7275","9,7126",,686,9672,73,0,292,0,5,19,0,0,13/4/23 23.06,"32,70","9,93","6,86","28,127"
189,AAA00353656109378739,3281,981,1125,0,11793,4128,28161,"45,7275","9,7126",,663,9672,74,0,135,10,15,58,0,0,13/4/23 23.21,"32,81","9,81","6,63","28,161"
190,AAA00353656109378739,3268,987,1143,0,11858,4128,28127,"45,7275","9,7127",295,681,9675,75,0,67,20,12,20,67,0,13/4/23 23.36,"32,68","9,87","6,81","28,127"
191,AAA00353656109378739,3255,981,1125,0,11858,4122,28161,"45,7275","9,7127",295,662,9677,75,0,0,6,3,8,0,0,13/4/23 23.51,"32,55","9,81","6,62","28,161"
192,AAA00353656109378739,3267,981,1125,0,11989,4108,28127,"45,7275","9,7127",295,646,9674,76,0,0,0,2,14,0,0,14/4/23 0.06,"32,67","9,81","6,46","28,127"
193,AAA00353656109378739,3260,987,1118,0,11858,4128,28127,"45,7275","9,7127",295,659,9675,76,0,337,0,8,26,0,0,14/4/23 0.21,"32,60","9,87","6,59","28,127"
194,AAA00353656109378739,3264,993,1143,0,11924,4122,28092,"45,7275","9,7127",295,612,9677,76,0,292,0,4,16,0,0,14/4/23 0.37,"32,64","9,93","6,12","28,092"
195,AAA00353656109378739,3284,987,1125,0,11858,4128,28161,"45,7275","9,7127",295,601,9679,76,0,247,0,0,0,247,0,14/4/23 0.52,"32,84","9,87","6,01","28,161"
196,AAA00353656109378739,3265,981,1118,0,11858,4115,28161,"45,7275","9,7127",295,593,9679,77,0,292,0,0,0,0,0,14/4/23 1.07,"32,65","9,81","5,93","28,161"
197,AAA00353656109378739,3276,981,1118,0,11793,4122,28127,"45,7275","9,7127",295,579,9679,77,0,292,0,0,0,0,0,14/4/23 1.22,"32,76","9,81","5,79","28,127"
198,AAA00353656109378739,3267,981,1143,0,11858,4122,28161,"45,7275","9,7127",295,575,9679,77,0,292,0,0,0,292,0,14/4/23 1.37,"32,67","9,81","5,75","28,161"
199,AAA00353656109378739,3262,975,1118,0,11924,4128,28196,"45,7275","9,7127",295,555,9677,78,0,292,0,0,0,292,0,14/4/23 1.52,"32,62","9,75","5,55","28,196"
200,AAA00353656109378739,3258,975,1112,0,11858,4115,28231,"45,7275","9,7127",295,544,9678,78,0,337,0,0,0,337,0,14/4/23 2.07,"32,58","9,75","5,44","28,231"
201,AAA00353656109378739,3282,968,1106,0,11858,4142,28334,"45,7275","9,7127",295,537,9678,78,0,292,0,1,10,0,0,14/4/23 2.22,"32,82","9,68","5,37","28,334"
202,AAA00353656109378739,3282,962,1118,0,11858,4135,28334,"45,7275","9,7127",295,537,9678,78,0,292,4,2,6,0,0,14/4/23 2.37,"32,82","9,62","5,37","28,334"
203,AAA00353656109378739,3266,950,1093,0,11858,4128,28403,"45,7275","9,7127",295,529,9676,78,0,0,0,1,6,0,0,14/4/23 2.52,"32,66","9,50","5,29","28,403"
204,AAA00353656109378739,3267,943,1087,0,11858,4122,28438,"45,7275","9,7127",295,527,9676,78,0,247,0,0,0,247,0,14/4/23 3.07,"32,67","9,43","5,27","28,438"
205,AAA00353656109378739,3227,937,1075,0,11793,4128,28438,"45,7275","9,7127",295,503,9675,79,0,0,0,2,14,0,0,14/4/23 3.22,"32,27","9,37","5,03","28,438"
206,AAA00353656109378739,3249,931,1093,0,11858,4128,28438,"45,7275","9,7127",293,495,9675,79,0,0,0,1,9,0,0,14/4/23 3.38,"32,49","9,31","4,95","28,438"
207,AAA00353656109378739,3243,925,1068,0,11793,4135,28472,"45,7275","9,7127",293,478,9675,78,0,292,0,3,14,0,0,14/4/23 3.53,"32,43","9,25","4,78","28,472"
208,AAA00353656109378739,3234,912,1062,0,11924,4122,28472,"45,7275","9,7127",293,457,9675,78,0,0,0,6,12,0,0,14/4/23 4.08,"32,34","9,12","4,57","28,472"
209,AAA00353656109378739,3256,906,1050,0,11793,4128,28472,"45,7275","9,7127",293,401,9676,78,0,0,3,7,19,0,0,14/4/23 4.23,"32,56","9,06","4,01","28,472"
210,AAA00353656109378739,3246,893,1062,0,11924,4135,28542,"45,7275","9,7127",293,356,9675,78,0,0,0,1,6,0,0,14/4/23 4.38,"32,46","8,93","3,56","28,542"
211,AAA00353656109378739,3232,881,1031,0,11793,4128,28542,"45,7275","9,7127",293,352,9673,78,0,0,14,8,27,0,0,14/4/23 4.53,"32,32","8,81","3,52","28,542"
212,AAA00353656109378739,3256,862,1018,0,11793,4149,28576,"45,7275","9,7127",293,371,9672,78,0,292,22,11,24,0,0,14/4/23 5.08,"32,56","8,62","3,71","28,576"
213,AAA00353656109378739,3255,850,1000,0,11858,4122,28611,"45,7275","9,7127",293,343,9673,78,0,337,0,7,21,0,0,14/4/23 5.23,"32,55","8,50","3,43","28,611"
214,AAA00353656109378739,3238,843,1012,0,11793,4122,28611,"45,7275","9,7127",293,296,9672,78,0,0,0,2,12,0,0,14/4/23 5.38,"32,38","8,43","2,96","28,611"
215,AAA00353656109378739,3264,825,981,0,11858,4149,28714,"45,7275","9,7127",293,308,9671,78,0,0,11,10,20,0,0,14/4/23 5.53,"32,64","8,25","3,08","28,714"
216,AAA00353656109378739,3237,806,956,0,11793,4142,28852,"45,7275","9,7127",293,297,9672,78,0,0,10,11,16,0,0,14/4/23 6.09,"32,37","8,06","2,97","28,852"
217,AAA00353656109378739,3227,787,943,0,11858,4142,28887,"45,7275","9,7127",293,293,9672,79,0,0,8,14,20,0,0,14/4/23 6.24,"32,27","7,87","2,93","28,887"
218,AAA00353656109378739,3238,781,950,0,11793,4115,28956,"45,7275","9,7127",293,277,9672,79,0,0,19,12,19,0,0,14/4/23 6.39,"32,38","7,81","2,77","28,956"
219,AAA00353656109378739,3264,762,918,0,11858,4128,28991,"45,7275","9,7127",293,291,9673,79,0,292,20,14,20,292,0,14/4/23 6.54,"32,64","7,62","2,91","28,991"
220,AAA00353656109378739,3268,743,893,0,11858,4128,28956,"45,7275","9,7127",293,294,9673,79,0,0,16,11,18,0,0,14/4/23 7.09,"32,68","7,43","2,94","28,956"
221,AAA00353656109378739,3239,731,881,0,11858,4128,28956,"45,7275","9,7127",293,451,9673,255,0,292,20,17,23,0,0,14/4/23 7.24,"32,39","7,31","4,51","28,956"
222,AAA00353656109378739,3270,725,887,0,11793,4128,28991,"45,7275","9,7127",297,349,9674,80,0,0,30,19,35,0,0,14/4/23 7.39,"32,70","7,25","3,49","28,991"
223,AAA00353656109378739,3256,712,862,0,11858,4128,29025,"45,7275","9,7127",297,400,9674,80,0,0,14,13,15,0,0,14/4/23 7.54,"32,56","7,12","4,00","29,025"
224,AAA00353656109378739,3239,725,868,0,11924,4135,28991,"45,7275","9,7127",297,552,9675,81,0,247,8,17,29,0,0,14/4/23 8.09,"32,39","7,25","5,52","28,991"
225,AAA00353656109378739,3259,743,875,0,11858,4149,28956,"45,7275","9,7127",297,667,9676,81,0,0,16,25,50,0,0,14/4/23 8.24,"32,59","7,43","6,67","28,956"
226,AAA00353656109378739,3247,775,918,0,11858,4122,28956,"45,7275","9,7127",297,789,9675,82,0,0,36,33,49,0,0,14/4/23 8.39,"32,47","7,75","7,89","28,956"
227,AAA00353656109378739,3240,806,931,0,11858,4135,28300,"45,7275","9,7127",297,867,9676,81,0,292,26,33,66,0,0,14/4/23 8.54,"32,40","8,06","8,67","28,3"
228,AAA00353656109378739,3250,831,956,0,11858,4135,28231,"45,7275","9,7127",297,952,9677,78,0,0,0,13,24,0,0,14/4/23 9.10,"32,50","8,31","9,52","28,231"
229,AAA00353656109378739,3267,868,987,0,11924,4128,28300,"45,7275","9,7127",297,1017,9677,75,0,22,4,12,22,0,0,14/4/23 9.25,"32,67","8,68","10,17","28,3"
230,AAA00353656109378739,3267,918,1062,0,11924,4149,28023,"45,7275","9,7127",297,1162,9680,76,0,202,42,16,42,202,0,14/4/23 9.40,"32,67","9,18","11,62","28,023"
231,AAA00353656109378739,3242,968,1081,0,11924,4142,27920,"45,7275","9,7127",297,1461,9681,75,0,67,0,13,31,0,0,14/4/23 9.55,"32,42","9,68","14,61","27,92"
232,AAA00353656109378739,3269,1025,1131,0,11858,4122,27781,"45,7275","9,7127",297,1575,9682,73,0,202,8,17,43,0,0,14/4/23 10.10,"32,69","10,25","15,75","27,781"
233,AAA00353656109378739,3261,1106,1212,0,11858,4128,27712,"45,7275","9,7127",297,1667,9684,70,0,0,24,24,42,0,0,14/4/23 10.25,"32,61","11,06","16,67","27,712"
234,AAA00353656109378739,3271,1212,1337,0,11858,4122,27643,"45,7275","9,7127",297,1722,9686,68,0,247,9,43,83,0,0,14/4/23 10.40,"32,71","12,12","17,22","27,643"
235,AAA00353656109378739,3257,1325,1443,0,11924,4149,27643,"45,7275","9,7127",297,1920,9687,67,0,247,2,22,64,0,0,14/4/23 10.55,"32,57","13,25","19,20","27,643"
236,AAA00353656109378739,3262,1450,1581,0,11924,4128,27574,"45,7275","9,7127",297,1955,9688,63,0,247,6,43,90,0,0,14/4/23 11.10,"32,62","14,50","19,55","27,574"
237,AAA00353656109378739,3277,1600,1737,0,11924,4149,27539,"45,7275","9,7127",297,2030,9689,61,0,22,96,56,96,22,1,14/4/23 11.26,"32,77","16,00","20,30","27,539"
238,AAA00353656109378739,3290,1731,1900,0,11924,4128,27609,"45,7275","9,7126",292,2186,9689,58,0,0,16,34,82,0,4,14/4/23 11.41,"32,90","17,31","21,86","27,609"
239,AAA00353656109378739,3292,1875,2031,0,11858,4128,27436,"45,7275","9,7126",292,2280,9690,56,0,135,32,34,54,0,5,14/4/23 11.56,"32,92","18,75","22,80","27,436"
240,AAA00353656109378739,3310,1956,2150,0,11989,4108,27539,"45,7275","9,7126",292,2225,9689,54,0,202,8,37,74,0,4,14/4/23 12.11,"33,10","19,56","22,25","27,539"
241,AAA00353656109378739,3335,2068,2237,0,11858,4122,27539,"45,7275","9,7126",292,2472,9689,52,0,135,22,34,70,0,39,14/4/23 12.26,"33,35","20,68","24,72","27,539"
242,AAA00353656109378739,3362,2175,2362,0,11924,4128,27505,"45,7275","9,7126",292,2443,9687,50,0,0,10,43,106,0,96,14/4/23 12.41,"33,62","21,75","24,43","27,505"
243,AAA00353656109378739,3385,2268,2437,0,11793,4115,27436,"45,7275","9,7126",292,2538,9687,48,0,247,34,33,70,0,273,14/4/23 12.56,"33,85","22,68","25,38","27,436"
244,AAA00353656109378739,3410,2356,2518,0,11858,4128,27401,"45,7275","9,7126",292,2675,9686,47,0,202,15,26,81,0,457,14/4/23 13.11,"34,10","23,56","26,75","27,401"
245,AAA00353656109378739,3434,2412,2593,0,11924,4122,27298,"45,7275","9,7126",292,2720,9685,46,0,247,31,45,100,0,725,14/4/23 13.26,"34,34","24,12","27,20","27,298"
246,AAA00353656109378739,3430,2456,2650,0,11924,4122,27194,"45,7275","9,7126",292,2846,9683,45,0,292,70,43,90,0,599,14/4/23 13.42,"34,30","24,56","28,46","27,194"
247,AAA00353656109378739,3442,2487,2656,0,11924,4135,27263,"45,7275","9,7126",292,2804,9683,44,0,202,59,46,69,0,521,14/4/23 13.57,"34,42","24,87","28,04","27,263"
248,AAA00353656109378739,3439,2500,2656,0,11858,4128,27194,"45,7275","9,7126",292,2818,9682,43,0,292,24,25,62,0,812,14/4/23 14.12,"34,39","25,00","28,18","27,194"
249,AAA00353656109378739,3450,2487,2643,0,11924,4122,27228,"45,7275","9,7126",292,2668,9680,43,0,337,32,16,32,337,1198,14/4/23 14.27,"34,50","24,87","26,68","27,228"
250,AAA00353656109378739,3433,2450,2631,0,11924,4135,27194,"45,7275","9,7126",292,2399,9678,44,0,337,48,37,76,0,1454,14/4/23 14.42,"34,33","24,50","23,99","27,194"
251,AAA00353656109378739,3439,2418,2587,0,11924,4108,27228,"45,7275","9,7126",292,2348,9676,45,0,135,40,25,40,135,1381,14/4/23 14.57,"34,39","24,18","23,48","27,228"
252,AAA00353656109378739,3418,2393,2556,0,11924,4128,27194,"45,7275","9,7126",292,2419,9674,45,0,337,14,25,63,0,989,14/4/23 15.12,"34,18","23,93","24,19","27,194"
253,AAA00353656109378739,3430,2381,2537,0,11793,4122,27159,"45,7275","9,7126",292,2460,9673,43,0,202,10,36,74,0,813,14/4/23 15.27,"34,30","23,81","24,60","27,159"
254,AAA00353656109378739,3420,2362,2537,0,11858,4108,27159,"45,7275","9,7126",281,2391,9670,41,0,292,37,33,85,0,709,14/4/23 15.43,"34,20","23,62","23,91","27,159"
255,AAA00353656109378739,3428,2343,2500,0,11924,4142,27159,"45,7275","9,7126",281,2158,9669,41,0,247,1,27,128,0,474,14/4/23 15.58,"34,28","23,43","21,58","27,159"
256,AAA00353656109378739,3424,2331,2525,0,11989,4128,27125,"45,7275","9,7126",281,2073,9667,41,0,202,6,13,22,0,413,14/4/23 16.13,"34,24","23,31","20,73","27,125"
257,AAA00353656109378739,3427,2306,2468,0,11924,4128,27125,"45,7275","9,7126",281,1999,9666,40,0,0,17,31,84,0,404,14/4/23 16.28,"34,27","23,06","19,99","27,125"
258,AAA00353656109378739,3430,2287,2456,0,11924,4135,27090,"45,7275","9,7126",281,1970,9666,40,0,135,18,6,18,135,590,14/4/23 16.43,"34,30","22,87","19,70","27,09"
259,AAA00353656109378739,3426,2256,2418,0,11858,4108,27125,"45,7275","9,7126",281,1980,9667,39,0,247,24,12,24,247,477,14/4/23 16.58,"34,26","22,56","19,80","27,125"
260,AAA00353656109378739,3426,2231,2387,0,11858,4122,27090,"45,7275","9,7126",281,1953,9665,38,0,67,9,15,36,0,313,14/4/23 17.13,"34,26","22,31","19,53","27,09"
261,AAA00353656109378739,3426,2206,2362,0,11924,4115,27056,"45,7275","9,7126",281,2020,9666,38,0,247,16,8,16,247,195,14/4/23 17.28,"34,26","22,06","20,20","27,056"
262,AAA00353656109378739,3426,2181,2350,0,11858,4115,27090,"45,7275","9,7126",281,1827,9665,37,0,292,58,31,58,292,220,14/4/23 17.44,"34,26","21,81","18,27","27,09"
263,AAA00353656109378739,3432,2150,2312,0,11858,4142,27090,"45,7275","9,7126",281,1730,9666,36,0,292,26,30,41,0,244,14/4/23 17.59,"34,32","21,50","17,30","27,09"
264,AAA00353656109378739,3417,2118,2281,0,11858,4128,27125,"45,7275","9,7126",281,1702,9667,36,0,292,10,23,66,0,208,14/4/23 18.14,"34,17","21,18","17,02","27,125"
265,AAA00353656109378739,3412,2093,2250,0,11924,4122,27125,"45,7275","9,7126",281,1709,9668,36,0,247,7,25,79,0,133,14/4/23 18.29,"34,12","20,93","17,09","27,125"
266,AAA00353656109378739,3411,2068,2237,0,11924,4128,27090,"45,7275","9,7126",281,1640,9669,36,0,0,10,7,14,0,78,14/4/23 18.44,"34,11","20,68","16,40","27,09"
267,AAA00353656109378739,3404,2050,2206,0,11858,4142,27090,"45,7275","9,7126",281,1625,9670,37,0,292,28,10,28,292,100,14/4/23 18.59,"34,04","20,50","16,25","27,09"
268,AAA00353656109378739,3404,2025,2181,0,11858,4142,27056,"45,7275","9,7126",281,1566,9670,38,0,22,4,4,14,0,59,14/4/23 19.14,"34,04","20,25","15,66","27,056"
269,AAA00353656109378739,3418,2000,2156,0,11858,4122,27090,"45,7275","9,7126",281,1412,9670,39,0,292,2,3,9,0,54,14/4/23 19.29,"34,18","20,00","14,12","27,09"
270,AAA00353656109378739,3404,1975,2143,0,11924,4142,27090,"45,7275","9,7127",291,1318,9671,39,0,0,0,8,20,0,21,14/4/23 19.45,"34,04","19,75","13,18","27,09"
271,AAA00353656109378739,3392,1943,2106,0,11858,4142,27090,"45,7275","9,7127",291,1216,9672,39,0,0,12,8,22,0,7,14/4/23 20.00,"33,92","19,43","12,16","27,09"
272,AAA00353656109378739,3374,1906,2118,0,11924,4115,27159,"45,7275","9,7127",291,1183,9673,39,0,0,8,10,18,0,3,14/4/23 20.15,"33,74","19,06","11,83","27,159"
273,AAA00353656109378739,3366,1862,2037,0,11924,4128,27194,"45,7275","9,7127",291,1084,9676,40,0,337,4,7,13,0,0,14/4/23 20.30,"33,66","18,62","10,84","27,194"
274,AAA00353656109378739,3367,1831,2006,0,11924,4128,27228,"45,7275","9,7127",291,1065,9678,41,0,0,28,16,28,0,0,14/4/23 20.45,"33,67","18,31","10,65","27,228"
275,AAA00353656109378739,3348,1787,1950,0,11924,4122,27263,"45,7275","9,7127",291,1113,9679,40,0,0,21,17,22,0,1,14/4/23 21.00,"33,48","17,87","11,13","27,263"
276,AAA00353656109378739,3339,1750,1906,0,11858,4115,27332,"45,7275","9,7127",291,1122,9683,40,0,0,0,9,17,0,0,14/4/23 21.15,"33,39","17,50","11,22","27,332"
277,AAA00353656109378739,3341,1706,1868,0,11858,4149,27436,"45,7275","9,7127",291,1074,9686,42,0,0,26,16,26,0,0,14/4/23 21.30,"33,41","17,06","10,74","27,436"
278,AAA00353656109378739,3341,1675,1843,0,11924,4149,27436,"45,7275","9,7127",291,1022,9687,43,0,0,25,18,32,0,0,14/4/23 21.45,"33,41","16,75","10,22","27,436"
279,AAA00353656109378739,3320,1637,1800,0,11924,4135,27539,"45,7275","9,7127",291,992,9688,43,0,0,14,15,31,0,0,14/4/23 22.00,"33,20","16,37","9,92","27,539"
280,AAA00353656109378739,3312,1606,1762,0,11858,4128,27643,"45,7275","9,7127",291,892,9688,45,0,0,11,9,24,0,0,14/4/23 22.16,"33,12","16,06","8,92","27,643"
281,AAA00353656109378739,3301,1562,1725,0,11858,4128,27678,"45,7275","9,7127",291,868,9689,45,0,0,19,20,52,0,0,14/4/23 22.31,"33,01","15,62","8,68","27,678"
282,AAA00353656109378739,3306,1525,1700,0,11858,4128,27747,"45,7275","9,7127",291,854,9690,46,0,202,0,10,20,0,0,14/4/23 22.46,"33,06","15,25","8,54","27,747"
283,AAA00353656109378739,3295,1493,1656,0,11924,4128,27816,"45,7275","9,7127",291,812,9689,47,0,0,17,9,28,0,0,14/4/23 23.01,"32,95","14,93","8,12","27,816"
284,AAA00353656109378739,3289,1468,1625,0,11858,4122,27885,"45,7275","9,7127",291,842,9690,47,0,0,16,12,21,0,0,14/4/23 23.16,"32,89","14,68","8,42","27,885"
285,AAA00353656109378739,3282,1431,1593,0,11858,4122,27920,"45,7275","9,7127",291,827,9691,48,0,22,3,9,23,0,0,14/4/23 23.31,"32,82","14,31","8,27","27,92"
286,AAA00353656109378739,3285,1412,1612,0,11793,4135,28023,"45,7275","9,7127",289,856,9690,49,0,0,28,17,28,0,0,14/4/23 23.46,"32,85","14,12","8,56","28,023"
287,AAA00353656109378739,3263,1362,1543,0,11793,4128,28058,"45,7275","9,7127",289,847,9691,49,0,292,32,23,36,0,0,15/4/23 0.01,"32,63","13,62","8,47","28,058"
288,AAA00353656109378739,3281,1331,1562,0,11924,4108,27954,"45,7275","9,7127",289,869,9693,50,0,292,24,30,44,0,0,15/4/23 0.16,"32,81","13,31","8,69","27,954"
289,AAA00353656109378739,3276,1306,1481,0,11858,4149,28058,"45,7275","9,7127",289,848,9693,49,0,292,21,32,52,0,0,15/4/23 0.31,"32,76","13,06","8,48","28,058"
290,AAA00353656109378739,3260,1293,1462,0,11858,4122,28058,"45,7275","9,7127",289,740,9694,50,0,337,20,11,22,0,0,15/4/23 0.47,"32,60","12,93","7,40","28,058"
291,AAA00353656109378739,3255,1262,1431,0,11858,4135,28092,"45,7275","9,7127",289,707,9694,51,0,22,16,17,24,0,0,15/4/23 1.02,"32,55","12,62","7,07","28,092"
292,AAA00353656109378739,3241,1225,1400,0,11793,4142,28161,"45,7275","9,7127",289,746,9695,51,0,0,18,19,31,0,0,15/4/23 1.17,"32,41","12,25","7,46","28,161"
